"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","longest_credit_length","verification_status"
16000,"36 months",9.91,7,"RENT",65000.0,"debt_consolidation","CA",10.36,0,94.30000000000001,17,0,14,"verified"
5375,"36 months",9.91,2,"RENT",15360.0,"debt_consolidation","WA",16.25,0,27.3,8,0,6,"not verified"
12000,"36 months",13.49,10,"MORTGAGE",61000.0,"credit_card","FL",17.67,0,90.30000000000001,30,0,17,"verified"
12000,"36 months",7.51,0,"RENT",83000.0,"debt_consolidation","NY",8.36,0,82.7,36,1,10,"verified"
17000,"36 months",6.03,2,"MORTGAGE",120000.0,"small_business","CA",8.94,0,4.1000000000000005,27,0,14,"verified"
30000,"60 months",19.03,0,"RENT",106000.0,"credit_card","AZ",15.72,0,74.2,24,0,12,"verified"
13000,"36 months",20.3,5,"RENT",42000.0,"debt_consolidation","OH",7.69,0,99.5,5,1,5,"not verified"
7125,"36 months",7.51,0,"MORTGAGE",30000.0,"debt_consolidation","MO",18.12,0,68.0,20,1,10,"not verified"
8000,"36 months",14.65,1,"RENT",72100.0,"debt_consolidation","CA",6.71,0,92.7,16,0,7,"not verified"
12500,"36 months",11.71,3,"RENT",58000.0,"debt_consolidation","HI",17.32,0,79.30000000000001,16,0,12,"verified"
10000,"36 months",14.27,4,"RENT",40000.0,"car","NY",18.69,0,87.5,7,0,4,"verified"
14000,"36 months",10.65,3,"RENT",48880.0,"credit_card","IL",21.95,0,73.7,15,0,9,"not verified"
7500,"36 months",6.03,5,"RENT",48000.0,"debt_consolidation","MA",5.08,0,30.8,15,0,11,"verified"
19200,"36 months",9.91,9,"MORTGAGE",40000.0,"debt_consolidation","WA",11.370000000000001,0,67.60000000000001,15,0,21,"verified"
9000,"36 months",11.71,7,"MORTGAGE",110000.0,"debt_consolidation","FL",13.06,0,65.2,12,0,6,"not verified"
20000,"36 months",8.9,3,"RENT",65000.0,"credit_card","CT",14.99,0,44.5,17,0,8,"verified"
9000,"36 months",13.49,7,"MORTGAGE",50000.0,"debt_consolidation","FL",1.99,3,42.400000000000006,15,0,9,"verified"
9600,"36 months",7.51,10,"RENT",55000.0,"debt_consolidation","CA",27.34,0,74.8,28,1,10,"verified"
12000,"60 months",12.69,10,"MORTGAGE",63000.0,"debt_consolidation","CA",20.67,0,64.10000000000001,45,1,25,"not verified"
1000,"36 months",13.49,8,"RENT",35100.0,"small_business","AR",6.19,0,73.10000000000001,17,0,14,"not verified"
15000,"36 months",15.27,6,"RENT",38000.0,"credit_card","PA",13.83,0,91.80000000000001,10,1,6,"verified"
12000,"36 months",16.77,6,"RENT",38000.0,"debt_consolidation","CA",21.32,0,82.5,13,0,7,"verified"
14000,"36 months",8.9,7,"MORTGAGE",108000.0,"credit_card","NC",27.86,0,44.800000000000004,28,0,22,"not verified"
10000,"36 months",10.65,4,"RENT",45000.0,"debt_consolidation","TX",11.41,0,88.0,14,0,15,"not verified"
7200,"36 months",12.69,1,"RENT",23000.0,"other","OH",20.19,0,59.7,18,0,8,"verified"
22250,"60 months",15.27,2,"MORTGAGE",47532.0,"debt_consolidation","MO",23.76,0,58.1,24,1,19,"verified"
26400,"60 months",14.27,0,"MORTGAGE",150000.0,"house","NC",3.23,0,56.300000000000004,20,0,14,"verified"
11000,"36 months",9.91,4,"RENT",32000.0,"debt_consolidation","WI",23.66,0,39.0,20,0,9,"verified"
9600,"36 months",8.9,3,"RENT",55000.0,"credit_card","MN",17.02,0,66.60000000000001,12,0,11,"not verified"
10000,"36 months",16.77,4,"RENT",35000.0,"debt_consolidation","CA",18.55,0,53.7,12,0,5,"verified"
11000,"36 months",9.91,5,"MORTGAGE",74000.0,"wedding","TX",18.240000000000002,0,81.60000000000001,18,0,25,"not verified"
5000,"36 months",7.51,8,"OWN",30000.0,"credit_card","OK",18.72,0,28.700000000000003,12,0,15,"not verified"
6000,"36 months",11.71,1,"RENT",37000.0,"small_business","DC",6.68,0,88.60000000000001,9,1,11,"not verified"
3000,"36 months",13.49,3,"RENT",105000.0,"debt_consolidation","CA",7.25,1,79.60000000000001,22,0,19,"verified"
8200,"60 months",16.77,10,"RENT",42000.0,"credit_card","CA",5.0600000000000005,0,90.0,8,1,21,"verified"
17000,"36 months",12.42,10,"OWN",80000.0,"credit_card","CA",16.65,0,81.2,17,0,22,"not verified"
5000,"36 months",10.65,10,"MORTGAGE",35000.0,"car","FL",13.92,0,30.5,23,0,21,"verified"
6400,"36 months",8.9,6,"OWN",23000.0,"debt_consolidation","AZ",10.75,0,89.80000000000001,11,0,13,"verified"
13000,"36 months",16.29,7,"RENT",50000.0,"debt_consolidation","PA",8.33,0,98.0,10,0,16,"not verified"
16000,"60 months",15.27,10,"MORTGAGE",60000.0,"debt_consolidation","SC",17.7,0,57.7,36,0,10,"not verified"
13200,"60 months",17.27,7,"RENT",40000.0,"credit_card","NJ",24.36,0,61.0,20,0,13,"verified"
10000,"36 months",16.77,1,"RENT",38200.0,"credit_card","KY",17.09,0,75.5,23,0,6,"verified"
15000,"60 months",15.96,8,"RENT",37000.0,"credit_card","FL",20.14,0,83.7,30,1,11,"verified"
5000,"36 months",14.27,10,"RENT",56000.0,"debt_consolidation","CA",10.03,0,90.2,21,0,11,"not verified"
7200,"36 months",7.9,0,"RENT",38000.0,"credit_card","CA",14.34,0,70.7,16,0,11,"verified"
15000,"36 months",7.9,3,"RENT",43000.0,"debt_consolidation","TX",19.400000000000002,0,60.300000000000004,16,0,11,"verified"
15700,"60 months",19.42,0,"MORTGAGE",60000.0,"debt_consolidation","CA",9.120000000000001,0,89.9,35,1,13,"verified"
5000,"60 months",21.28,3,"RENT",46000.0,"debt_consolidation","FL",6.1000000000000005,0,91.0,9,0,4,"verified"
9600,"36 months",11.71,2,"MORTGAGE",105000.0,"debt_consolidation","FL",10.19,0,93.9,34,0,11,"verified"
35000,"60 months",19.03,4,"MORTGAGE",235000.0,"credit_card","CA",14.08,0,83.80000000000001,31,1,19,"verified"
12000,"60 months",17.580000000000002,10,"RENT",78000.0,"debt_consolidation","CA",13.18,0,45.2,21,1,17,"not verified"
6000,"36 months",10.65,10,"RENT",24000.0,"debt_consolidation","WV",11.75,0,49.6,12,0,9,"verified"
6000,"36 months",14.65,0,"MORTGAGE",57600.0,"other","TX",23.42,0,52.900000000000006,17,0,4,"not verified"
7150,"36 months",12.69,1,"RENT",50000.0,"credit_card","VA",24.6,0,70.8,32,0,10,"verified"
13000,"60 months",19.42,7,"RENT",55000.0,"credit_card","VA",19.09,0,47.800000000000004,35,1,9,"not verified"
32000,"36 months",6.62,2,"RENT",120000.0,"small_business","CT",6.07,0,5.2,23,0,42,"verified"
8000,"36 months",15.27,2,"OWN",108000.0,"house","CA",12.48,0,81.80000000000001,19,1,10,"not verified"
7000,"36 months",8.9,0,"RENT",97600.0,"credit_card","IL",7.97,0,91.80000000000001,20,0,17,"verified"
12000,"36 months",6.62,10,"MORTGAGE",70800.0,"debt_consolidation","MO",7.76,0,61.900000000000006,36,0,36,"verified"
10400,"36 months",14.65,10,"RENT",45000.0,"credit_card","TX",11.31,0,61.900000000000006,8,0,6,"verified"
12000,"36 months",12.69,2,"RENT",60000.0,"credit_card","CT",18.38,0,89.5,6,0,6,"verified"
16000,"36 months",16.29,10,"MORTGAGE",74000.0,"credit_card","KS",15.84,0,85.7,22,0,26,"verified"
4500,"36 months",10.65,2,"RENT",91500.0,"credit_card","VA",11.67,0,48.5,20,0,7,"verified"
5000,"36 months",12.42,2,"RENT",42500.0,"debt_consolidation","IL",16.69,0,83.2,15,0,18,"verified"
3600,"36 months",16.29,6,"RENT",45000.0,"major_purchase","GA",22.05,0,99.30000000000001,22,0,7,"verified"
21000,"36 months",13.49,10,"MORTGAGE",103000.0,"debt_consolidation","NJ",12.41,0,86.2,31,0,15,"verified"
7000,"36 months",14.27,2,"RENT",42000.0,"small_business","IL",11.09,0,9.3,19,0,4,"not verified"
15000,"36 months",7.9,1,"RENT",35000.0,"debt_consolidation","MA",17.73,0,61.300000000000004,23,0,11,"verified"
2250,"36 months",13.49,6,"RENT",16000.0,"credit_card","AZ",18.75,0,61.2,14,0,11,"verified"
17050,"36 months",12.42,10,"MORTGAGE",53000.0,"debt_consolidation","GA",23.64,0,59.400000000000006,28,0,16,"verified"
16500,"36 months",16.77,2,"RENT",110000.0,"debt_consolidation","NY",10.22,0,70.2,25,0,16,"verified"
3250,"36 months",12.42,0,"RENT",16000.0,"debt_consolidation","NC",19.13,0,70.8,30,0,12,"verified"
7000,"36 months",7.9,4,"MORTGAGE",38400.0,"credit_card","TX",9.34,0,26.5,10,0,6,"not verified"
24000,"36 months",11.71,3,"MORTGAGE",80000.0,"debt_consolidation","NJ",13.26,0,66.4,33,0,13,"verified"
13200,"36 months",16.77,6,"RENT",80952.0,"credit_card","IL",12.790000000000001,0,84.10000000000001,17,0,6,"verified"
22750,"36 months",8.9,6,"OWN",65000.0,"debt_consolidation","PA",10.450000000000001,0,52.800000000000004,32,0,11,"verified"
12000,"36 months",8.9,10,"RENT",70000.0,"debt_consolidation","CA",6.0200000000000005,0,50.0,31,0,10,"not verified"
30000,"36 months",10.65,7,"MORTGAGE",175000.0,"debt_consolidation","TX",17.150000000000002,0,56.900000000000006,47,0,18,"verified"
1200,"36 months",12.69,8,"RENT",34000.0,"vacation","CA",13.41,0,94.2,30,1,11,"not verified"
4800,"36 months",8.9,0,"RENT",35000.0,"debt_consolidation","FL",14.950000000000001,0,49.7,20,0,14,"verified"
7200,"36 months",8.9,10,"RENT",35000.0,"debt_consolidation","CA",15.02,0,68.10000000000001,23,0,10,"verified"
15000,"36 months",9.91,2,"OWN",35000.0,"debt_consolidation","CA",15.15,0,52.900000000000006,17,0,11,"not verified"
10500,"36 months",15.27,10,"RENT",60000.0,"debt_consolidation","CA",9.92,0,80.7,13,0,21,"verified"
15000,"60 months",17.27,1,"OWN",75000.0,"other","CA",16.21,0,74.9,18,0,6,"not verified"
5000,"36 months",7.9,0,"MORTGAGE",66000.0,"small_business","IL",7.75,0,47.900000000000006,20,1,11,"verified"
12800,"60 months",13.49,6,"RENT",77000.0,"debt_consolidation","IL",8.74,0,70.10000000000001,12,0,8,"verified"
4000,"36 months",8.9,3,"MORTGAGE",62000.0,"small_business","CA",13.16,0,52.300000000000004,13,0,7,"not verified"
14000,"60 months",12.42,6,"MORTGAGE",73000.0,"debt_consolidation","NC",18.84,0,52.0,20,0,18,"not verified"
27000,"36 months",11.71,8,"MORTGAGE",130000.0,"debt_consolidation","MA",8.13,0,70.10000000000001,31,0,13,"verified"
15000,"36 months",12.42,7,"MORTGAGE",61000.0,"debt_consolidation","WA",17.35,0,86.4,14,0,6,"verified"
2400,"36 months",14.27,1,"OWN",25000.0,"debt_consolidation","VA",17.71,1,35.2,25,0,6,"not verified"
5900,"36 months",12.42,2,"RENT",14400.0,"debt_consolidation","FL",6.17,0,46.400000000000006,9,0,5,"verified"
5000,"36 months",11.71,6,"RENT",70000.0,"credit_card","OR",13.780000000000001,0,36.1,16,0,5,"verified"
13250,"36 months",17.580000000000002,7,"RENT",35000.0,"debt_consolidation","OK",18.55,1,76.5,22,1,5,"verified"
12600,"60 months",14.27,10,"RENT",43200.0,"debt_consolidation","NY",18.61,0,52.5,19,0,11,"verified"
20000,"36 months",11.71,1,"MORTGAGE",125000.0,"debt_consolidation","TX",14.950000000000001,0,56.800000000000004,31,0,12,"verified"
18000,"36 months",7.9,10,"MORTGAGE",80000.0,"credit_card","VT",20.05,0,78.4,18,0,15,"verified"
19200,"36 months",16.77,0,"RENT",87500.0,"debt_consolidation","OK",13.56,0,73.7,35,0,8,"verified"
7000,"36 months",11.71,10,"MORTGAGE",22000.0,"debt_consolidation","WV",17.45,3,25.700000000000003,19,0,16,"not verified"
25000,"60 months",15.96,10,"OWN",80000.0,"debt_consolidation","MA",4.71,0,87.80000000000001,13,0,20,"verified"
10000,"36 months",6.03,7,"MORTGAGE",70000.0,"other","TX",12.290000000000001,0,12.8,18,0,8,"verified"
2250,"36 months",15.27,,"MORTGAGE",17352.0,"other","FL",19.5,0,90.30000000000001,8,0,10,"verified"
23000,"36 months",9.91,9,"RENT",63208.0,"debt_consolidation","PA",19.61,0,38.5,30,0,22,"verified"
6750,"36 months",17.27,2,"RENT",48000.0,"small_business","GA",1.0,2,4.800000000000001,9,0,6,"verified"
10000,"36 months",10.65,6,"MORTGAGE",45500.0,"credit_card","FL",8.78,0,86.4,14,0,11,"verified"
16000,"60 months",11.71,4,"MORTGAGE",48000.0,"debt_consolidation","MT",10.75,0,71.2,28,0,11,"verified"
5600,"36 months",8.9,0,"RENT",19200.0,"credit_card","IL",13.19,0,12.8,14,0,31,"not verified"
4800,"36 months",6.03,3,"OWN",35000.0,"other","NJ",14.61,0,15.100000000000001,21,0,23,"verified"
10000,"36 months",11.71,5,"RENT",29406.0,"debt_consolidation","CA",10.41,0,82.5,17,1,7,"verified"
2200,"36 months",9.91,8,"RENT",26004.0,"debt_consolidation","PA",14.950000000000001,0,61.6,7,1,8,"verified"
24000,"36 months",12.69,1,"RENT",120000.0,"credit_card","CA",13.9,0,83.30000000000001,14,1,5,"verified"
16000,"36 months",7.9,0,"MORTGAGE",110000.0,"credit_card","WI",8.69,0,16.2,26,0,14,"not verified"
10000,"36 months",9.91,10,"RENT",34000.0,"credit_card","NH",17.51,0,70.7,22,0,12,"verified"
10625,"36 months",14.27,10,"RENT",26500.0,"debt_consolidation","VT",15.49,0,80.4,14,1,13,"not verified"
9600,"36 months",14.65,2,"RENT",40000.0,"credit_card","NC",5.2,0,75.3,10,0,6,"verified"
7200,"36 months",20.89,0,"MORTGAGE",88800.0,"debt_consolidation","OH",20.46,0,57.5,61,1,17,"verified"
12000,"36 months",8.9,6,"RENT",100000.0,"debt_consolidation","NY",12.94,0,57.2,20,0,10,"not verified"
5000,"36 months",12.42,3,"RENT",45000.0,"credit_card","NY",4.21,0,81.0,10,0,6,"not verified"
12000,"36 months",16.29,9,"RENT",36000.0,"credit_card","HI",14.0,0,87.7,11,0,10,"verified"
18000,"36 months",17.27,10,"RENT",80000.0,"debt_consolidation","NY",21.43,0,63.7,28,0,17,"verified"
10000,"36 months",9.91,3,"RENT",50000.0,"credit_card","VA",9.1,0,37.5,11,0,6,"verified"
10000,"36 months",9.91,10,"RENT",75000.0,"debt_consolidation","NJ",11.23,0,61.900000000000006,22,0,24,"not verified"
26000,"36 months",7.51,8,"MORTGAGE",105000.0,"debt_consolidation","GA",15.3,0,78.60000000000001,33,0,11,"verified"
17475,"36 months",9.91,3,"RENT",45408.0,"debt_consolidation","CA",24.92,0,49.2,27,0,25,"verified"
10400,"60 months",22.35,3,"MORTGAGE",72000.0,"debt_consolidation","CA",8.82,0,99.30000000000001,9,1,6,"verified"
10000,"36 months",10.65,3,"RENT",67500.0,"credit_card","CA",9.3,0,77.9,12,0,8,"verified"
17250,"36 months",19.42,4,"RENT",60000.0,"credit_card","GA",4.08,0,72.0,6,0,4,"verified"
10000,"36 months",6.62,2,"MORTGAGE",65000.0,"debt_consolidation","NC",7.16,0,33.5,24,0,33,"verified"
12000,"60 months",13.49,9,"RENT",55000.0,"debt_consolidation","OH",14.49,0,50.1,16,1,9,"not verified"
19075,"60 months",18.25,0,"RENT",48000.0,"debt_consolidation","CA",21.200000000000003,0,70.8,19,0,11,"verified"
20000,"36 months",11.71,2,"MORTGAGE",55000.0,"credit_card","OH",23.89,0,54.900000000000006,14,0,11,"verified"
24000,"36 months",7.9,4,"RENT",65000.0,"debt_consolidation","NY",22.12,0,41.400000000000006,20,0,8,"verified"
17200,"60 months",17.27,9,"MORTGAGE",55000.0,"home_improvement","PA",23.76,0,89.0,38,1,16,"verified"
15000,"36 months",8.9,3,"MORTGAGE",75000.0,"home_improvement","TX",21.6,0,46.900000000000006,23,0,12,"verified"
10625,"36 months",11.71,0,"RENT",30000.0,"credit_card","NM",23.200000000000003,0,70.4,17,1,8,"verified"
8400,"36 months",14.65,0,"RENT",30000.0,"credit_card","PA",15.84,0,73.3,24,0,5,"verified"
16000,"36 months",15.96,10,"MORTGAGE",60000.0,"home_improvement","GA",7.7,0,86.4,10,0,5,"verified"
15000,"36 months",14.27,3,"MORTGAGE",35000.0,"credit_card","TX",12.58,0,92.0,11,0,23,"verified"
20675,"60 months",13.49,2,"MORTGAGE",81800.0,"debt_consolidation","VA",17.85,0,61.2,20,0,11,"verified"
13225,"36 months",12.69,5,"MORTGAGE",65000.0,"credit_card","TX",23.48,0,86.5,29,0,12,"verified"
11775,"36 months",13.49,1,"RENT",44400.0,"credit_card","FL",13.11,0,82.10000000000001,26,0,8,"not verified"
16400,"60 months",17.27,5,"RENT",61500.0,"credit_card","NJ",12.51,0,72.3,11,1,11,"verified"
10075,"36 months",12.42,2,"MORTGAGE",46000.0,"credit_card","AR",18.63,0,55.900000000000006,21,0,11,"verified"
10000,"36 months",14.27,0,"RENT",62000.0,"debt_consolidation","NY",20.94,0,62.7,33,0,19,"verified"
14000,"36 months",12.42,4,"MORTGAGE",88000.0,"debt_consolidation","NC",9.63,0,70.9,22,0,18,"not verified"
13000,"36 months",9.91,10,"RENT",50000.0,"debt_consolidation","NY",17.3,0,30.700000000000003,25,1,10,"not verified"
15000,"36 months",11.71,6,"RENT",75000.0,"debt_consolidation","FL",11.700000000000001,0,79.80000000000001,8,0,6,"verified"
9350,"36 months",7.51,5,"MORTGAGE",100000.0,"credit_card","CO",10.0,0,69.4,32,0,15,"verified"
30000,"60 months",20.3,10,"MORTGAGE",110000.0,"small_business","FL",23.21,0,56.300000000000004,60,1,22,"verified"
18225,"36 months",12.42,4,"RENT",40000.0,"debt_consolidation","CT",19.650000000000002,0,87.9,24,0,15,"not verified"
18000,"60 months",15.27,2,"MORTGAGE",50000.0,"debt_consolidation","NY",15.31,0,73.5,55,0,12,"verified"
3600,"36 months",6.62,8,"MORTGAGE",88824.0,"other","KY",11.75,0,69.5,28,0,14,"not verified"
29000,"60 months",10.65,10,"MORTGAGE",180000.0,"debt_consolidation","NH",3.9000000000000004,0,68.5,21,0,21,"verified"
5000,"36 months",16.29,10,"OWN",40000.0,"car","MD",9.57,1,92.2,13,0,10,"not verified"
6400,"36 months",16.29,10,"RENT",50000.0,"debt_consolidation","PA",22.63,0,58.7,33,0,10,"not verified"
12000,"60 months",16.77,6,"RENT",40000.0,"debt_consolidation","FL",18.66,0,92.1,11,1,14,"verified"
35000,"36 months",8.9,3,"MORTGAGE",114054.0,"debt_consolidation","VA",16.18,0,60.800000000000004,26,0,21,"verified"
18000,"36 months",9.91,6,"MORTGAGE",70000.0,"credit_card","TX",22.51,0,66.8,24,0,6,"verified"
8075,"60 months",22.35,10,"MORTGAGE",35000.0,"debt_consolidation","PA",10.73,0,0.0,24,0,17,"verified"
15625,"36 months",8.9,10,"MORTGAGE",45000.0,"debt_consolidation","SC",24.64,0,88.7,26,0,11,"verified"
24000,"36 months",13.49,10,"RENT",77000.0,"credit_card","CO",24.78,0,60.7,29,0,20,"verified"
5000,"36 months",14.27,5,"MORTGAGE",61400.0,"home_improvement","PA",21.71,0,93.1,26,1,12,"not verified"
7200,"36 months",9.91,1,"RENT",90000.0,"credit_card","CA",8.59,0,49.900000000000006,12,0,5,"not verified"
5000,"36 months",14.27,10,"RENT",32000.0,"debt_consolidation","NJ",20.93,0,98.4,13,1,11,"not verified"
6600,"36 months",10.65,2,"RENT",42000.0,"credit_card","FL",10.11,0,93.7,8,0,7,"not verified"
7000,"36 months",6.62,,"MORTGAGE",24000.0,"car","CA",11.450000000000001,0,22.900000000000002,24,0,29,"verified"
20000,"36 months",15.27,0,"RENT",130000.0,"debt_consolidation","CA",9.67,0,46.800000000000004,36,0,11,"verified"
8000,"36 months",12.42,4,"RENT",35000.0,"credit_card","NJ",23.79,0,76.0,24,1,11,"verified"
12000,"36 months",9.91,6,"RENT",70000.0,"home_improvement","HI",10.46,0,79.5,22,0,9,"not verified"
20000,"36 months",11.71,7,"RENT",67000.0,"credit_card","CA",16.55,0,84.0,18,0,11,"verified"
10000,"36 months",8.9,10,"RENT",31000.0,"debt_consolidation","NY",20.79,0,75.3,10,0,10,"verified"
10000,"36 months",11.71,5,"MORTGAGE",145000.0,"other","MO",10.65,0,77.0,25,0,9,"not verified"
18000,"36 months",16.29,2,"RENT",66000.0,"credit_card","CA",15.67,0,92.9,13,0,6,"verified"
4000,"36 months",12.42,7,"RENT",100000.0,"credit_card","NY",9.600000000000001,0,54.900000000000006,39,0,9,"not verified"
15000,"36 months",12.42,,"RENT",60000.0,"debt_consolidation","WA",14.18,0,72.5,19,0,18,"verified"
10000,"60 months",18.64,5,"OWN",40000.0,"credit_card","RI",12.75,0,72.2,18,1,5,"verified"
29500,"60 months",14.27,10,"RENT",45000.0,"debt_consolidation","CA",19.09,0,47.400000000000006,39,0,11,"verified"
20125,"60 months",19.42,10,"MORTGAGE",103000.0,"credit_card","TX",19.700000000000003,0,95.9,31,0,12,"verified"
30000,"60 months",21.28,0,"RENT",137000.0,"debt_consolidation","FL",8.73,1,74.0,7,0,24,"verified"
24000,"36 months",16.77,10,"OWN",103000.0,"debt_consolidation","MO",15.34,0,92.1,22,0,26,"verified"
14000,"60 months",15.96,3,"RENT",75000.0,"debt_consolidation","VA",12.620000000000001,0,67.60000000000001,14,0,13,"verified"
5375,"36 months",10.65,5,"MORTGAGE",42000.0,"credit_card","RI",17.69,0,79.80000000000001,21,0,9,"verified"
8300,"36 months",8.9,10,"RENT",50000.0,"debt_consolidation","NV",6.24,0,79.10000000000001,15,0,10,"not verified"
7000,"36 months",8.9,5,"OWN",50000.0,"debt_consolidation","MA",16.68,0,62.900000000000006,19,0,13,"not verified"
2425,"36 months",15.27,3,"OWN",80004.0,"home_improvement","NJ",23.92,1,76.80000000000001,17,0,11,"not verified"
6950,"36 months",9.91,2,"RENT",43000.0,"credit_card","CA",20.51,0,83.0,13,0,7,"not verified"
12375,"36 months",9.91,10,"OWN",32000.0,"credit_card","FL",24.3,0,79.4,12,0,16,"verified"
14000,"60 months",17.27,5,"RENT",60500.0,"debt_consolidation","CA",19.95,0,96.2,17,0,11,"verified"
14000,"36 months",14.27,0,"RENT",35000.0,"debt_consolidation","NY",8.4,0,65.7,30,0,10,"verified"
5500,"36 months",14.27,5,"RENT",24000.0,"credit_card","KS",22.8,0,86.5,19,0,4,"not verified"
4800,"36 months",14.65,0,"RENT",44600.0,"credit_card","CA",15.280000000000001,0,92.5,25,0,10,"verified"
9000,"36 months",12.69,0,"RENT",52000.0,"debt_consolidation","DC",12.88,0,89.30000000000001,20,0,8,"verified"
16000,"36 months",12.69,2,"OWN",67000.0,"credit_card","NY",12.48,0,81.5,22,0,19,"verified"
5000,"36 months",7.9,2,"MORTGAGE",44136.0,"debt_consolidation","CA",3.37,0,87.9,15,0,7,"not verified"
18500,"36 months",7.9,8,"MORTGAGE",36000.0,"debt_consolidation","WA",13.63,0,84.30000000000001,14,0,11,"verified"
5350,"36 months",15.27,6,"MORTGAGE",52000.0,"home_improvement","GA",9.46,0,80.10000000000001,28,1,12,"verified"
25000,"60 months",12.69,2,"RENT",65000.0,"debt_consolidation","VA",18.02,0,50.7,19,0,12,"verified"
10000,"36 months",10.65,3,"RENT",36000.0,"credit_card","NY",11.200000000000001,0,74.2,10,0,7,"verified"
12000,"36 months",7.51,3,"RENT",36500.0,"debt_consolidation","MD",24.1,0,65.0,18,0,11,"not verified"
18000,"36 months",9.91,5,"MORTGAGE",40000.0,"debt_consolidation","WA",11.85,0,52.2,29,0,10,"verified"
3000,"36 months",17.580000000000002,3,"MORTGAGE",56604.0,"other","CA",6.78,0,96.80000000000001,9,0,11,"verified"
6000,"36 months",7.9,0,"RENT",23040.0,"credit_card","CA",12.66,0,62.300000000000004,11,1,13,"verified"
10000,"36 months",9.91,2,"RENT",52000.0,"debt_consolidation","VA",13.38,0,76.0,12,0,11,"verified"
5875,"36 months",7.9,4,"OWN",17640.0,"debt_consolidation","CA",14.63,0,43.2,5,0,5,"verified"
10000,"36 months",13.49,4,"RENT",86000.0,"debt_consolidation","MA",10.100000000000001,0,91.6,12,0,10,"not verified"
28000,"36 months",11.71,5,"MORTGAGE",118075.0,"debt_consolidation","MD",15.01,0,49.6,26,0,17,"verified"
11200,"36 months",11.71,5,"RENT",48000.0,"other","NY",8.68,0,31.700000000000003,30,0,10,"not verified"
10000,"36 months",14.27,3,"RENT",65000.0,"credit_card","CA",6.8500000000000005,0,59.400000000000006,13,0,5,"not verified"
9450,"36 months",14.27,7,"RENT",28800.0,"credit_card","NJ",18.96,0,54.0,9,0,5,"not verified"
19000,"60 months",16.77,3,"OWN",38000.0,"debt_consolidation","TX",18.09,0,69.60000000000001,29,1,10,"verified"
18825,"60 months",18.64,10,"MORTGAGE",85000.0,"debt_consolidation","NJ",14.77,0,91.2,44,0,15,"verified"
21650,"36 months",12.69,6,"MORTGAGE",62361.0,"debt_consolidation","PA",21.28,0,85.9,38,0,13,"verified"
24000,"60 months",21.67,1,"MORTGAGE",122400.0,"debt_consolidation","MD",9.98,0,25.900000000000002,16,1,14,"verified"
9000,"36 months",10.65,10,"RENT",45000.0,"debt_consolidation","IL",23.39,0,72.7,37,0,12,"verified"
15000,"60 months",11.71,3,"MORTGAGE",75000.0,"credit_card","CA",14.05,0,74.5,23,0,9,"not verified"
6000,"36 months",10.65,2,"RENT",40000.0,"debt_consolidation","TX",20.73,0,46.800000000000004,23,0,11,"not verified"
5600,"36 months",7.9,1,"RENT",25000.0,"credit_card","NY",10.9,0,49.5,8,0,10,"not verified"
7000,"36 months",10.65,10,"RENT",85000.0,"debt_consolidation","NY",5.22,0,96.1,22,0,14,"verified"
6000,"36 months",10.65,0,"RENT",55000.0,"credit_card","IL",7.99,0,62.6,12,0,8,"not verified"
12000,"36 months",7.9,5,"RENT",110000.0,"debt_consolidation","NJ",4.8500000000000005,0,64.4,20,0,5,"not verified"
13650,"36 months",10.65,5,"RENT",44000.0,"credit_card","FL",24.57,0,83.30000000000001,16,0,11,"verified"
24000,"60 months",12.69,9,"MORTGAGE",76000.0,"debt_consolidation","MA",21.650000000000002,0,56.300000000000004,31,0,18,"verified"
6200,"60 months",18.64,9,"MORTGAGE",51000.0,"credit_card","WA",10.61,0,78.80000000000001,12,0,11,"verified"
25000,"60 months",14.65,4,"MORTGAGE",106000.0,"credit_card","CA",7.15,0,56.400000000000006,44,0,14,"verified"
12000,"36 months",13.49,4,"RENT",42000.0,"debt_consolidation","VA",12.66,0,50.300000000000004,18,0,9,"verified"
2300,"36 months",7.51,0,"MORTGAGE",78000.0,"other","MI",10.23,0,26.1,44,1,18,"verified"
8875,"36 months",10.65,0,"RENT",19240.0,"debt_consolidation","UT",18.21,0,52.7,7,0,21,"verified"
18800,"60 months",21.28,7,"RENT",75000.0,"debt_consolidation","NY",11.73,0,93.1,9,1,11,"verified"
9000,"36 months",7.9,2,"RENT",52800.0,"credit_card","MD",7.9300000000000015,0,36.0,16,0,5,"not verified"
7600,"36 months",8.9,9,"OWN",75000.0,"debt_consolidation","PA",16.26,0,84.30000000000001,29,0,23,"verified"
16000,"60 months",11.71,1,"RENT",40000.0,"debt_consolidation","FL",19.68,0,43.800000000000004,24,0,15,"verified"
12000,"60 months",18.25,3,"RENT",24000.0,"credit_card","OH",11.8,0,91.0,13,0,15,"verified"
22500,"60 months",20.89,3,"RENT",45000.0,"major_purchase","CT",7.65,0,45.0,18,0,7,"verified"
20000,"60 months",18.25,9,"RENT",105000.0,"debt_consolidation","FL",12.74,0,90.4,18,0,10,"verified"
6000,"36 months",13.49,2,"MORTGAGE",60000.0,"debt_consolidation","MD",9.82,0,72.5,20,0,11,"verified"
